user_id,signup_date,acquisition_channel,ab_test_group,age_groups,device
U01442,2025-03-18,Referral,Control,18-24,Mobile
U01443,2025-02-17,Organic,Control,35-44,Mobile
U01444,2025-03-01,Facebook,Control,45+,Mobile
U01445,2025-01-09,TikTok,Variant,25-34,Mobile
U01446,2025-01-13,Facebook,Control,18-24,Mobile
U01447,2025-02-23,Organic,Control,45+,Mobile
U01448,2025-01-10,Facebook,Control,35-44,Mobile
U01449,2025-01-24,TikTok,Variant,45+,Mobile
U01450,2025-03-21,Facebook,Control,45+,Tablet
U01451,2025-03-09,Google Ads,Variant,18-24,Mobile
U01452,2025-02-13,Organic,Control,45+,Mobile
U01453,2025-03-30,Instagram,Variant,18-24,Tablet
U01454,2025-03-31,Referral,Control,25-34,Mobile
U01455,2025-01-13,TikTok,Control,18-24,Mobile
U01456,2025-03-18,Instagram,Control,25-34,Mobile
U01457,2025-03-14,Facebook,Variant,35-44,Desktop
U01458,2025-01-29,Google Ads,Variant,18-24,Desktop
U01459,2025-03-14,Facebook,Control,18-24,Desktop
U01460,2025-02-05,Facebook,Control,45+,Desktop
U01461,2025-03-22,Instagram,Control,45+,Desktop
U01462,2025-01-18,Instagram,Variant,18-24,Mobile
U01463,2025-03-28,Facebook,Variant,25-34,Mobile
U01464,2025-02-14,Instagram,Variant,18-24,Mobile
U01465,2025-01-17,Organic,Control,18-24,Mobile
U01466,2025-02-20,Google Ads,Variant,45+,Tablet
U01467,2025-02-25,Facebook,Variant,18-24,Mobile
U01468,2025-03-05,Organic,Variant,35-44,Mobile
U01469,2025-03-07,Facebook,Control,25-34,Desktop
U01470,2025-01-29,Facebook,Variant,45+,Mobile
U01471,2025-01-20,Referral,Control,25-34,Tablet
U01472,2025-01-21,TikTok,Control,35-44,Mobile
U01473,2025-03-31,Organic,Control,25-34,Desktop
U01474,2025-02-21,Organic,Control,18-24,Mobile
U01475,2025-02-13,Organic,Variant,35-44,Mobile
U01476,2025-02-27,Organic,Control,35-44,Mobile
U01477,2025-03-07,Organic,Variant,35-44,Mobile
U01478,2025-01-24,Google Ads,Control,18-24,Mobile
U01479,2025-03-19,Organic,Control,35-44,Mobile
U01480,2025-01-16,Instagram,Variant,45+,Mobile
U01481,2025-02-24,TikTok,Control,45+,Mobile
U01482,2025-03-22,Instagram,Variant,45+,Desktop
U01483,2025-01-24,Google Ads,Variant,45+,Tablet
U01484,2025-01-31,Facebook,Variant,35-44,Mobile
U01485,2025-01-05,Facebook,Control,45+,Mobile
U01486,2025-03-28,TikTok,Variant,45+,Mobile
U01487,2025-01-29,Referral,Control,45+,Mobile
U01488,2025-03-15,Google Ads,Variant,45+,Mobile
U01489,2025-03-20,Facebook,Variant,35-44,Mobile
U01490,2025-03-31,TikTok,Variant,35-44,Mobile
U01491,2025-01-18,Facebook,Control,45+,Mobile
U01492,2025-01-30,Facebook,Control,25-34,Mobile
U01493,2025-01-19,Organic,Variant,35-44,Mobile
U01494,2025-01-10,Facebook,Control,25-34,Mobile
U01495,2025-01-18,Instagram,Variant,45+,Mobile
U01496,2025-01-25,TikTok,Variant,18-24,Mobile
U01497,2025-01-22,Instagram,Variant,45+,Mobile
U01498,2025-01-22,Facebook,Variant,45+,Mobile
U01499,2025-01-21,Organic,Variant,35-44,Mobile
U01500,2025-03-23,Instagram,Control,35-44,Mobile
U01501,2025-03-14,Facebook,Control,35-44,Desktop
U01502,2025-01-01,Facebook,Variant,45+,Mobile
U01503,2025-02-05,Google Ads,Control,18-24,Desktop
U01504,2025-01-26,Facebook,Control,45+,Mobile
U01505,2025-03-15,Facebook,Control,18-24,Desktop
U01506,2025-02-02,Facebook,Control,18-24,Mobile
U01507,2025-03-15,Google Ads,Control,25-34,Mobile
U01508,2025-02-26,Instagram,Variant,18-24,Desktop
U01509,2025-01-24,Referral,Variant,25-34,Mobile
U01510,2025-01-13,Google Ads,Variant,35-44,Desktop
U01511,2025-03-17,Google Ads,Variant,18-24,Tablet
U01512,2025-03-02,Organic,Variant,35-44,Tablet
U01513,2025-03-09,Google Ads,Variant,18-24,Mobile
U01514,2025-03-29,Google Ads,Control,45+,Mobile
U01515,2025-01-16,Facebook,Control,18-24,Mobile
U01516,2025-02-09,TikTok,Control,25-34,Mobile
U01517,2025-01-04,Organic,Control,35-44,Mobile
U01518,2025-02-06,Organic,Control,18-24,Mobile
U01519,2025-03-03,Referral,Control,25-34,Tablet
U01520,2025-01-16,Instagram,Control,25-34,Mobile
U01521,2025-01-13,Google Ads,Control,18-24,Mobile
U01522,2025-01-29,TikTok,Variant,35-44,Tablet
U01523,2025-01-12,Referral,Control,45+,Mobile
U01524,2025-01-21,Facebook,Variant,35-44,Tablet
U01525,2025-02-01,TikTok,Control,25-34,Desktop
U01526,2025-03-12,Google Ads,Variant,35-44,Mobile
U01527,2025-01-05,TikTok,Control,35-44,Mobile
U01528,2025-02-13,Instagram,Variant,25-34,Mobile
U01529,2025-01-26,Google Ads,Control,35-44,Desktop
U01530,2025-03-29,Facebook,Variant,18-24,Desktop
U01531,2025-02-20,Facebook,Variant,18-24,Mobile
U01532,2025-02-02,Facebook,Variant,25-34,Desktop
U01533,2025-01-29,Facebook,Variant,25-34,Mobile
U01534,2025-02-28,Facebook,Control,18-24,Mobile
U01535,2025-02-14,TikTok,Variant,25-34,Tablet
U01536,2025-01-15,TikTok,Control,18-24,Mobile
U01537,2025-01-10,TikTok,Variant,45+,Tablet
U01538,2025-03-22,Facebook,Control,18-24,Mobile
U01539,2025-01-10,Facebook,Variant,25-34,Mobile
U01540,2025-02-10,Referral,Variant,18-24,Mobile
U01541,2025-01-25,Google Ads,Control,18-24,Mobile
U01542,2025-03-14,Facebook,Control,18-24,Mobile
U01543,2025-03-24,Referral,Variant,35-44,Mobile
U01544,2025-03-21,Facebook,Control,18-24,Mobile
U01545,2025-02-01,Facebook,Control,35-44,Desktop
U01546,2025-03-19,Facebook,Variant,45+,Tablet
U01547,2025-02-09,TikTok,Control,35-44,Tablet
U01548,2025-02-04,Facebook,Variant,25-34,Mobile
U01549,2025-02-05,Facebook,Control,25-34,Mobile
U01550,2025-01-04,Google Ads,Control,35-44,Mobile
U01551,2025-03-29,Organic,Control,25-34,Mobile
U01552,2025-02-16,TikTok,Control,25-34,Mobile
U01553,2025-02-14,TikTok,Variant,18-24,Desktop
U01554,2025-02-04,Facebook,Control,25-34,Desktop
U01555,2025-02-07,Google Ads,Variant,18-24,Mobile
U01556,2025-03-20,TikTok,Control,25-34,Tablet
U01557,2025-02-11,Instagram,Control,45+,Tablet
U01558,2025-01-25,Google Ads,Variant,45+,Mobile
U01559,2025-02-08,Referral,Control,45+,Mobile
U01560,2025-03-29,Google Ads,Variant,45+,Tablet
U01561,2025-03-30,Organic,Variant,18-24,Mobile
U01562,2025-03-20,Organic,Variant,45+,Mobile
U01563,2025-03-07,Google Ads,Variant,18-24,Mobile
U01564,2025-02-13,Instagram,Control,45+,Desktop
U01565,2025-02-09,Facebook,Control,35-44,Mobile
U01566,2025-03-26,TikTok,Variant,18-24,Mobile
U01567,2025-02-13,Organic,Variant,25-34,Mobile
U01568,2025-02-02,Organic,Variant,45+,Mobile
U01569,2025-03-26,Instagram,Variant,25-34,Desktop
U01570,2025-03-16,Facebook,Variant,35-44,Mobile
U01571,2025-02-14,Facebook,Variant,45+,Desktop
U01572,2025-03-05,Facebook,Control,45+,Mobile
U01573,2025-01-06,TikTok,Variant,45+,Mobile
U01574,2025-01-09,TikTok,Variant,45+,Mobile
U01575,2025-02-05,Organic,Control,45+,Tablet
U01576,2025-02-04,Instagram,Variant,18-24,Mobile
U01577,2025-02-25,Organic,Control,25-34,Mobile
U01578,2025-03-24,Instagram,Variant,35-44,Mobile
U01579,2025-03-02,Facebook,Control,25-34,Mobile
U01580,2025-03-01,Facebook,Control,25-34,Mobile
U01581,2025-01-22,TikTok,Variant,45+,Tablet
U01582,2025-01-11,Instagram,Control,18-24,Mobile
U01583,2025-02-07,Instagram,Variant,45+,Mobile
U01584,2025-03-03,Facebook,Variant,18-24,Mobile
U01585,2025-02-24,Instagram,Variant,35-44,Mobile
U01586,2025-03-27,Instagram,Variant,18-24,Desktop
U01587,2025-01-28,Organic,Variant,45+,Mobile
U01588,2025-01-29,Google Ads,Control,18-24,Mobile
U01589,2025-02-10,TikTok,Control,25-34,Mobile
U01590,2025-01-22,Facebook,Control,18-24,Mobile
U01591,2025-03-02,TikTok,Variant,35-44,Mobile
U01592,2025-03-01,Google Ads,Variant,35-44,Tablet
U01593,2025-03-19,Instagram,Variant,35-44,Mobile
U01594,2025-02-14,Facebook,Control,18-24,Mobile
U01595,2025-03-01,Facebook,Variant,45+,Tablet
U01596,2025-03-01,Facebook,Control,25-34,Desktop
U01597,2025-01-06,Facebook,Control,45+,Mobile
U01598,2025-01-11,Facebook,Control,35-44,Tablet
U01599,2025-02-15,Instagram,Variant,25-34,Mobile
U01600,2025-01-17,Organic,Control,45+,Mobile
U01601,2025-01-21,Facebook,Variant,25-34,Mobile
U01602,2025-03-16,Facebook,Variant,25-34,Mobile
U01603,2025-01-26,TikTok,Control,45+,Mobile
U01604,2025-02-19,Facebook,Control,18-24,Mobile
U01605,2025-03-15,Facebook,Variant,18-24,Mobile
U01606,2025-03-18,TikTok,Variant,45+,Mobile
U01607,2025-03-04,TikTok,Variant,18-24,Mobile
U01608,2025-01-05,Facebook,Variant,25-34,Desktop
U01609,2025-02-24,Instagram,Control,18-24,Tablet
U01610,2025-03-24,Organic,Variant,18-24,Mobile
U01611,2025-03-13,Instagram,Control,45+,Tablet
U01612,2025-01-09,Facebook,Variant,18-24,Desktop
U01613,2025-02-18,TikTok,Variant,45+,Desktop
U01614,2025-03-23,Instagram,Variant,18-24,Mobile
U01615,2025-02-09,Instagram,Variant,35-44,Desktop
U01616,2025-03-10,Google Ads,Variant,25-34,Mobile
U01617,2025-02-27,Instagram,Variant,25-34,Desktop
U01618,2025-02-05,Facebook,Control,35-44,Mobile
U01619,2025-01-25,Facebook,Control,18-24,Mobile
U01620,2025-01-06,Google Ads,Variant,25-34,Desktop
U01621,2025-01-24,TikTok,Variant,35-44,Tablet
U01622,2025-03-01,Google Ads,Control,18-24,Mobile
U01623,2025-03-29,Facebook,Variant,35-44,Desktop
U01624,2025-02-26,Referral,Variant,18-24,Mobile
U01625,2025-02-07,Instagram,Control,35-44,Tablet
U01626,2025-03-31,Organic,Control,45+,Desktop
U01627,2025-03-30,Facebook,Control,18-24,Mobile
U01628,2025-02-02,Google Ads,Variant,25-34,Desktop
U01629,2025-01-08,TikTok,Variant,25-34,Mobile
U01630,2025-02-25,TikTok,Control,25-34,Mobile
U01631,2025-02-09,Facebook,Control,25-34,Mobile
U01632,2025-02-27,Google Ads,Control,18-24,Mobile
U01633,2025-02-03,Google Ads,Control,45+,Mobile
U01634,2025-03-23,Google Ads,Control,45+,Mobile
U01635,2025-03-31,Google Ads,Control,45+,Mobile
U01636,2025-01-22,TikTok,Variant,18-24,Mobile
U01637,2025-02-22,Facebook,Variant,45+,Mobile
U01638,2025-03-07,Facebook,Variant,25-34,Mobile
U01639,2025-01-24,TikTok,Variant,25-34,Desktop
U01640,2025-03-08,Google Ads,Variant,25-34,Mobile
U01641,2025-02-13,TikTok,Variant,45+,Mobile
U01642,2025-01-08,Google Ads,Control,18-24,Desktop
U01643,2025-03-20,Organic,Variant,45+,Mobile
U01644,2025-01-31,Facebook,Variant,35-44,Mobile
U01645,2025-02-02,TikTok,Variant,18-24,Mobile
U01646,2025-01-22,Facebook,Control,18-24,Mobile
U01647,2025-01-14,Facebook,Control,25-34,Mobile
U01648,2025-03-08,Facebook,Variant,45+,Mobile
U01649,2025-01-15,Facebook,Control,35-44,Mobile
U01650,2025-01-27,Facebook,Control,45+,Mobile
U01651,2025-03-12,TikTok,Variant,18-24,Mobile
U01652,2025-03-02,TikTok,Variant,18-24,Mobile
U01653,2025-02-26,Facebook,Variant,25-34,Mobile
U01654,2025-02-08,Google Ads,Control,45+,Desktop
U01655,2025-03-03,Referral,Control,18-24,Mobile
U01656,2025-02-10,Google Ads,Variant,18-24,Mobile
U01657,2025-01-15,Facebook,Variant,45+,Tablet
U01658,2025-01-22,Google Ads,Variant,45+,Mobile
U01659,2025-03-21,Google Ads,Variant,35-44,Mobile
U01660,2025-03-01,Organic,Control,18-24,Mobile
U01661,2025-01-20,Organic,Variant,25-34,Mobile
U01662,2025-02-06,Instagram,Control,35-44,Mobile
U01663,2025-03-08,Google Ads,Control,45+,Mobile
U01664,2025-02-11,Instagram,Control,25-34,Desktop
U01665,2025-01-21,TikTok,Control,25-34,Mobile
U01666,2025-03-07,Facebook,Control,45+,Desktop
U01667,2025-03-04,Instagram,Control,18-24,Mobile
U01668,2025-03-26,Instagram,Variant,18-24,Mobile
U01669,2025-02-03,Instagram,Variant,18-24,Tablet
U01670,2025-01-18,Facebook,Control,45+,Tablet
U01671,2025-02-04,Google Ads,Variant,35-44,Mobile
U01672,2025-01-14,Google Ads,Control,45+,Mobile
U01673,2025-01-03,Organic,Variant,25-34,Mobile
U01674,2025-02-18,Google Ads,Control,45+,Mobile
U01675,2025-01-21,Facebook,Variant,35-44,Desktop
U01676,2025-03-18,Facebook,Variant,25-34,Mobile
U01677,2025-03-20,Instagram,Control,45+,Mobile
U01678,2025-03-04,Google Ads,Variant,25-34,Mobile
U01679,2025-02-01,TikTok,Control,18-24,Mobile
U01680,2025-03-06,Instagram,Variant,18-24,Mobile
U01681,2025-01-09,Instagram,Variant,18-24,Mobile
U01682,2025-01-05,Facebook,Control,35-44,Tablet
U01683,2025-02-20,TikTok,Control,25-34,Mobile
U01684,2025-03-23,Google Ads,Control,45+,Desktop
U01685,2025-03-10,Facebook,Variant,35-44,Mobile
U01686,2025-02-09,TikTok,Control,25-34,Mobile
U01687,2025-03-26,Instagram,Variant,35-44,Mobile
U01688,2025-03-24,TikTok,Control,25-34,Mobile
U01689,2025-01-18,Instagram,Variant,18-24,Desktop
U01690,2025-01-07,Facebook,Variant,18-24,Mobile
U01691,2025-01-13,Organic,Variant,25-34,Mobile
U01692,2025-02-28,Google Ads,Variant,25-34,Mobile
U01693,2025-01-08,Google Ads,Control,25-34,Mobile
U01694,2025-01-15,Facebook,Variant,45+,Mobile
U01695,2025-01-16,Instagram,Variant,25-34,Mobile
U01696,2025-01-09,Google Ads,Control,35-44,Tablet
U01697,2025-01-02,Organic,Control,18-24,Tablet
U01698,2025-03-05,TikTok,Control,18-24,Mobile
U01699,2025-02-20,Facebook,Variant,18-24,Desktop
U01700,2025-02-07,Organic,Variant,18-24,Mobile
U01701,2025-03-19,TikTok,Variant,35-44,Mobile
U01702,2025-01-16,Organic,Variant,35-44,Mobile
U01703,2025-02-21,Organic,Control,25-34,Mobile
U01704,2025-02-17,TikTok,Variant,35-44,Tablet
U01705,2025-01-11,Facebook,Variant,18-24,Mobile
U01706,2025-02-13,Instagram,Variant,18-24,Mobile
U01707,2025-01-05,Facebook,Control,25-34,Desktop
U01708,2025-03-20,Facebook,Variant,18-24,Mobile
U01709,2025-02-17,Facebook,Variant,18-24,Mobile
U01710,2025-01-17,Facebook,Control,18-24,Mobile
U01711,2025-01-21,Facebook,Variant,45+,Mobile
U01712,2025-01-24,Instagram,Control,45+,Mobile
U01713,2025-02-26,Organic,Control,18-24,Mobile
U01714,2025-01-06,Facebook,Control,25-34,Mobile
U01715,2025-02-12,Facebook,Control,25-34,Mobile
U01716,2025-01-14,Facebook,Control,35-44,Mobile
U01717,2025-02-22,TikTok,Variant,45+,Mobile
U01718,2025-01-30,Facebook,Variant,18-24,Desktop
U01719,2025-02-10,TikTok,Control,45+,Tablet
U01720,2025-02-01,Facebook,Control,45+,Mobile
U01721,2025-02-27,Facebook,Variant,25-34,Tablet
U01722,2025-01-07,Referral,Variant,35-44,Mobile
U01723,2025-01-22,Google Ads,Control,18-24,Mobile
U01724,2025-03-15,Instagram,Variant,18-24,Mobile
U01725,2025-03-04,Facebook,Variant,18-24,Tablet
U01726,2025-03-19,Facebook,Control,35-44,Desktop
U01727,2025-03-08,Facebook,Variant,18-24,Desktop
U01728,2025-01-14,Facebook,Control,18-24,Desktop
U01729,2025-01-31,Google Ads,Variant,35-44,Mobile
U01730,2025-03-21,Facebook,Variant,45+,Mobile
U01731,2025-02-16,Facebook,Variant,35-44,Desktop
U01732,2025-01-29,Google Ads,Control,35-44,Mobile
U01733,2025-03-13,Facebook,Control,18-24,Mobile
U01734,2025-01-06,Facebook,Control,18-24,Mobile
U01735,2025-01-16,Facebook,Variant,45+,Mobile
U01736,2025-01-11,TikTok,Control,35-44,Mobile
U01737,2025-02-01,Organic,Control,25-34,Mobile
U01738,2025-03-11,Instagram,Variant,25-34,Mobile
U01739,2025-03-15,TikTok,Control,35-44,Mobile
U01740,2025-02-15,TikTok,Control,35-44,Desktop
U01741,2025-03-03,Facebook,Control,45+,Desktop
U01742,2025-02-19,TikTok,Control,45+,Mobile
U01743,2025-01-31,Facebook,Variant,45+,Tablet
U01744,2025-03-24,Organic,Control,25-34,Tablet
U01745,2025-01-22,Instagram,Control,25-34,Mobile
U01746,2025-02-14,Instagram,Variant,45+,Tablet
U01747,2025-02-03,Instagram,Control,45+,Mobile
U01748,2025-03-23,TikTok,Control,45+,Mobile
U01749,2025-02-25,TikTok,Variant,18-24,Mobile
U01750,2025-03-04,Organic,Control,25-34,Mobile
U01751,2025-03-30,Google Ads,Variant,18-24,Mobile
U01752,2025-03-07,Google Ads,Control,18-24,Desktop
U01753,2025-03-29,Instagram,Variant,25-34,Tablet
U01754,2025-02-23,Organic,Variant,18-24,Mobile
U01755,2025-03-13,Instagram,Control,25-34,Desktop
U01756,2025-01-10,Instagram,Variant,25-34,Desktop
U01757,2025-01-02,Facebook,Control,18-24,Mobile
U01758,2025-02-09,Facebook,Variant,18-24,Desktop
U01759,2025-02-01,Facebook,Variant,35-44,Desktop
U01760,2025-03-24,Organic,Control,18-24,Desktop
U01761,2025-02-28,Facebook,Control,35-44,Mobile
U01762,2025-01-07,Facebook,Variant,45+,Tablet
U01763,2025-01-29,Referral,Variant,45+,Mobile
U01764,2025-01-09,Facebook,Variant,35-44,Tablet
U01765,2025-02-13,Organic,Control,18-24,Mobile
U01766,2025-02-19,Referral,Variant,25-34,Mobile
U01767,2025-02-12,Facebook,Variant,18-24,Mobile
U01768,2025-03-11,Facebook,Control,35-44,Mobile
U01769,2025-02-19,Organic,Control,18-24,Mobile
U01770,2025-02-27,TikTok,Control,45+,Desktop
U01771,2025-01-25,Facebook,Variant,35-44,Desktop
U01772,2025-02-24,Google Ads,Variant,35-44,Mobile
U01773,2025-01-11,Facebook,Control,25-34,Mobile
U01774,2025-02-13,Google Ads,Control,18-24,Desktop
U01775,2025-03-16,Facebook,Variant,25-34,Mobile
U01776,2025-03-07,Facebook,Control,35-44,Mobile
U01777,2025-02-09,Instagram,Control,18-24,Tablet
U01778,2025-01-22,Instagram,Variant,25-34,Mobile
U01779,2025-03-07,Facebook,Control,18-24,Mobile
U01780,2025-02-04,Instagram,Control,25-34,Mobile
U01781,2025-02-05,TikTok,Variant,45+,Mobile
U01782,2025-01-27,Instagram,Variant,45+,Desktop
U01783,2025-03-04,Google Ads,Variant,45+,Desktop
U01784,2025-01-27,Facebook,Control,35-44,Desktop
U01785,2025-02-27,Google Ads,Control,18-24,Mobile
U01786,2025-03-15,TikTok,Control,35-44,Mobile
U01787,2025-01-21,Organic,Variant,35-44,Mobile
U01788,2025-02-10,Facebook,Control,18-24,Mobile
U01789,2025-01-22,TikTok,Variant,45+,Mobile
U01790,2025-03-29,Facebook,Control,18-24,Mobile
U01791,2025-02-24,Referral,Control,35-44,Mobile
U01792,2025-01-21,TikTok,Variant,35-44,Mobile
U01793,2025-01-21,Instagram,Control,25-34,Desktop
U01794,2025-01-09,Organic,Variant,18-24,Mobile
U01795,2025-03-04,Google Ads,Control,35-44,Mobile
U01796,2025-02-03,Facebook,Control,25-34,Tablet
U01797,2025-03-05,Google Ads,Variant,35-44,Desktop
U01798,2025-01-26,TikTok,Variant,45+,Mobile
U01799,2025-02-17,TikTok,Control,35-44,Mobile
U01800,2025-03-22,Google Ads,Control,18-24,Mobile
U01801,2025-02-24,Instagram,Variant,35-44,Mobile
U01802,2025-03-27,Facebook,Variant,45+,Mobile
U01803,2025-01-22,Google Ads,Control,25-34,Mobile
U01804,2025-03-11,Google Ads,Variant,45+,Mobile
U01805,2025-03-22,Instagram,Variant,18-24,Mobile
U01806,2025-03-30,Facebook,Control,25-34,Mobile
U01807,2025-03-12,Organic,Control,18-24,Desktop
U01808,2025-03-22,Facebook,Variant,18-24,Desktop
U01809,2025-03-24,TikTok,Control,25-34,Mobile
U01810,2025-02-26,Facebook,Control,25-34,Mobile
U01811,2025-01-22,Instagram,Control,45+,Mobile
U01812,2025-02-10,Instagram,Variant,18-24,Desktop
U01813,2025-03-26,Google Ads,Variant,18-24,Desktop
U01814,2025-03-10,Instagram,Control,45+,Mobile
U01815,2025-03-15,TikTok,Variant,45+,Mobile
U01816,2025-03-11,TikTok,Control,18-24,Mobile
U01817,2025-01-12,Facebook,Variant,25-34,Desktop
U01818,2025-02-28,Facebook,Variant,25-34,Desktop
U01819,2025-02-12,Organic,Variant,45+,Mobile
U01820,2025-03-23,TikTok,Variant,35-44,Tablet
U01821,2025-03-13,TikTok,Control,25-34,Mobile
U01822,2025-02-07,Organic,Variant,25-34,Desktop
U01823,2025-01-20,Facebook,Control,18-24,Mobile
U01824,2025-03-04,Organic,Variant,45+,Mobile
U01825,2025-03-07,Facebook,Variant,45+,Mobile
U01826,2025-03-27,TikTok,Variant,18-24,Mobile
U01827,2025-01-07,Instagram,Variant,45+,Desktop
U01828,2025-03-21,TikTok,Control,25-34,Desktop
U01829,2025-01-21,Instagram,Control,18-24,Tablet
U01830,2025-03-29,Facebook,Variant,35-44,Desktop
U01831,2025-03-27,Referral,Control,25-34,Desktop
U01832,2025-02-08,Facebook,Control,18-24,Mobile
U01833,2025-01-21,TikTok,Variant,45+,Mobile
U01834,2025-01-04,TikTok,Control,35-44,Mobile
U01835,2025-03-10,Facebook,Variant,45+,Desktop
U01836,2025-03-22,Facebook,Control,18-24,Mobile
U01837,2025-03-27,Google Ads,Control,18-24,Desktop
U01838,2025-02-01,Facebook,Control,18-24,Desktop
U01839,2025-02-23,TikTok,Control,45+,Desktop
U01840,2025-01-06,Facebook,Variant,18-24,Mobile
U01841,2025-01-03,Facebook,Variant,25-34,Mobile
U01842,2025-03-03,Google Ads,Variant,35-44,Mobile
U01843,2025-02-16,Facebook,Variant,18-24,Desktop
U01844,2025-03-30,Facebook,Control,25-34,Mobile
U01845,2025-03-21,TikTok,Control,45+,Desktop
U01846,2025-01-25,Facebook,Control,45+,Mobile
U01847,2025-03-28,Instagram,Variant,45+,Mobile
U01848,2025-03-14,Organic,Variant,18-24,Mobile
U01849,2025-03-18,Google Ads,Control,45+,Mobile
U01850,2025-03-03,Referral,Variant,45+,Mobile
U01851,2025-03-16,TikTok,Control,25-34,Mobile
U01852,2025-02-14,TikTok,Control,25-34,Desktop
U01853,2025-01-11,Referral,Control,25-34,Desktop
U01854,2025-03-01,Facebook,Variant,18-24,Mobile
U01855,2025-03-26,Facebook,Control,35-44,Mobile
U01856,2025-03-28,TikTok,Control,45+,Mobile
U01857,2025-03-30,Facebook,Variant,35-44,Mobile
U01858,2025-03-14,Facebook,Control,35-44,Mobile
U01859,2025-01-08,Facebook,Variant,35-44,Mobile
U01860,2025-01-04,Instagram,Control,25-34,Mobile
U01861,2025-03-09,Facebook,Control,35-44,Mobile
U01862,2025-03-14,Instagram,Variant,25-34,Mobile
U01863,2025-02-03,Facebook,Variant,25-34,Desktop
U01864,2025-02-10,Organic,Variant,25-34,Desktop
U01865,2025-01-11,TikTok,Control,18-24,Mobile
U01866,2025-03-02,Referral,Variant,35-44,Mobile
U01867,2025-01-04,Facebook,Control,35-44,Desktop
U01868,2025-02-03,Google Ads,Control,45+,Mobile
U01869,2025-01-15,Organic,Control,35-44,Desktop
U01870,2025-02-03,Facebook,Control,25-34,Tablet
U01871,2025-02-21,Facebook,Variant,35-44,Tablet
U01872,2025-01-07,Instagram,Control,18-24,Mobile
U01873,2025-02-25,TikTok,Variant,35-44,Mobile
U01874,2025-01-17,TikTok,Control,35-44,Mobile
U01875,2025-03-30,Google Ads,Variant,45+,Mobile
U01876,2025-01-17,Google Ads,Control,25-34,Mobile
U01877,2025-02-19,Facebook,Control,25-34,Desktop
U01878,2025-01-13,Instagram,Control,25-34,Mobile
U01879,2025-02-27,Facebook,Control,35-44,Mobile
U01880,2025-02-17,TikTok,Variant,45+,Mobile
U01881,2025-03-08,Referral,Control,25-34,Desktop
U01882,2025-03-04,Referral,Variant,35-44,Mobile
U01883,2025-01-24,Google Ads,Control,25-34,Desktop
U01884,2025-02-24,TikTok,Control,18-24,Tablet
U01885,2025-01-05,Facebook,Control,25-34,Mobile
U01886,2025-03-09,Facebook,Variant,35-44,Mobile
U01887,2025-02-08,Referral,Control,18-24,Desktop
U01888,2025-02-15,Instagram,Control,45+,Mobile
U01889,2025-03-02,Facebook,Variant,45+,Mobile
U01890,2025-03-24,Facebook,Control,25-34,Mobile
U01891,2025-03-31,Google Ads,Control,18-24,Mobile
U01892,2025-03-02,Organic,Variant,45+,Mobile
